Element, r.pixels[0].x, r.pixels[0].y, r.pixels[0].z, r.pixels[0].w, r.pixels[1].x, r.pixels[1].y, r.pixels[1].z, r.pixels[1].w, r.pixels[2].x, r.pixels[2].y, r.pixels[2].z, r.pixels[2].w, r.pixels[3].x, r.pixels[3].y, r.pixels[3].z, r.pixels[3].w, r.pixels[4].x, r.pixels[4].y, r.pixels[4].z, r.pixels[4].w, r.pixels[5].x, r.pixels[5].y, r.pixels[5].z, r.pixels[5].w, r.pixels[6].x, r.pixels[6].y, r.pixels[6].z, r.pixels[6].w, r.pixels[7].x, r.pixels[7].y, r.pixels[7].z, r.pixels[7].w, r.pixels[8].x, r.pixels[8].y, r.pixels[8].z, r.pixels[8].w, r.pixels[9].x, r.pixels[9].y, r.pixels[9].z, r.pixels[9].w, r.pixels[10].x, r.pixels[10].y, r.pixels[10].z, r.pixels[10].w, r.pixels[11].x, r.pixels[11].y, r.pixels[11].z, r.pixels[11].w, r.pixels[12].x, r.pixels[12].y, r.pixels[12].z, r.pixels[12].w, r.pixels[13].x, r.pixels[13].y, r.pixels[13].z, r.pixels[13].w, r.pixels[14].x, r.pixels[14].y, r.pixels[14].z, r.pixels[14].w, r.pixels[15].x, r.pixels[15].y, r.pixels[15].z, r.pixels[15].w, r.pixels[16].x, r.pixels[16].y, r.pixels[16].z, r.pixels[16].w, r.pixels[17].x, r.pixels[17].y, r.pixels[17].z, r.pixels[17].w, r.pixels[18].x, r.pixels[18].y, r.pixels[18].z, r.pixels[18].w, r.pixels[19].x, r.pixels[19].y, r.pixels[19].z, r.pixels[19].w, r.pixels[20].x, r.pixels[20].y, r.pixels[20].z, r.pixels[20].w, r.pixels[21].x, r.pixels[21].y, r.pixels[21].z, r.pixels[21].w, r.pixels[22].x, r.pixels[22].y, r.pixels[22].z, r.pixels[22].w, r.pixels[23].x, r.pixels[23].y, r.pixels[23].z, r.pixels[23].w, r.pixels[24].x, r.pixels[24].y, r.pixels[24].z, r.pixels[24].w, r.pixels[25].x, r.pixels[25].y, r.pixels[25].z, r.pixels[25].w, r.pixels[26].x, r.pixels[26].y, r.pixels[26].z, r.pixels[26].w, r.pixels[27].x, r.pixels[27].y, r.pixels[27].z, r.pixels[27].w, r.pixels[28].x, r.pixels[28].y, r.pixels[28].z, r.pixels[28].w, r.pixels[29].x, r.pixels[29].y, r.pixels[29].z, r.pixels[29].w, r.pixels[30].x, r.pixels[30].y, r.pixels[30].z, r.pixels[30].w, r.pixels[31].x, r.pixels[31].y, r.pixels[31].z, r.pixels[31].w
18,  0.00,  0.88563,  0.00,  0.00,  0.00,  0.88563,  0.00,  0.00,  0.00,  0.88563,  0.00,  0.00,  0.01369,  0.88563,  0.00,  0.00,  0.03715,  0.88563,  0.00,  0.00,  0.06549,  0.88563,  0.00,  0.00,  0.0958,  0.88563,  0.00,  0.00,  0.12805,  0.88563,  0.00,  0.00,  0.16716,  0.88563,  0.00,  0.00,  0.20919,  0.88563,  0.00,  0.00,  0.25513,  0.88563,  0.00,  0.00,  0.30596,  0.88563,  0.00,  0.00,  0.36168,  0.88563,  0.00,  0.00,  0.42522,  0.88563,  0.00,  0.00,  0.4956,  0.88563,  0.00,  0.00,  0.57576,  0.88563,  0.00,  0.00,  0.66667,  0.88563,  0.00,  0.00,  0.76931,  0.88563,  0.00,  0.00,  0.88563,  0.88563,  0.00,  0.00,  0.99609,  0.88563,  0.00,  0.00,  0.99902,  0.88563,  0.00,  0.00,  0.99902,  0.88563,  0.00,  0.00,  0.99902,  0.88563,  0.00,  0.00,  0.99902,  0.88563,  0.00,  0.00,  0.99902,  0.88563,  0.00,  0.00,  0.99902,  0.88563,  0.00,  0.00,  0.99902,  0.88563,  0.00,  0.00,  0.99902,  0.88563,  0.00,  0.00,  0.99902,  0.88563,  0.00,  0.00,  0.99902,  0.88563,  0.00,  0.00,  0.99902,  0.88465,  0.00,  0.00,  0.99902,  0.88465,  0.00,  0.00
19,  0.00,  0.99609,  0.00,  0.00,  0.00,  0.99609,  0.00,  0.00,  0.00,  0.99609,  0.00,  0.00,  0.01466,  0.99609,  0.00,  0.00,  0.03812,  0.99609,  0.00,  0.00,  0.06647,  0.99609,  0.00,  0.00,  0.0958,  0.99609,  0.00,  0.00,  0.12903,  0.99609,  0.00,  0.00,  0.16716,  0.99609,  0.00,  0.00,  0.21017,  0.99609,  0.00,  0.00,  0.25513,  0.99609,  0.00,  0.00,  0.30596,  0.99609,  0.00,  0.00,  0.36266,  0.99609,  0.00,  0.00,  0.42522,  0.99609,  0.00,  0.00,  0.4956,  0.99609,  0.00,  0.00,  0.57576,  0.99609,  0.00,  0.00,  0.66667,  0.99609,  0.00,  0.00,  0.76931,  0.99609,  0.00,  0.00,  0.88563,  0.99609,  0.00,  0.00,  0.99609,  0.99609,  0.00,  0.00,  0.99902,  0.99609,  0.00,  0.00,  0.99902,  0.99609,  0.00,  0.00,  0.99902,  0.99609,  0.00,  0.00,  0.99902,  0.99609,  0.00,  0.00,  0.99902,  0.99609,  0.00,  0.00,  0.99902,  0.99609,  0.00,  0.00,  0.99902,  0.99609,  0.00,  0.00,  0.99902,  0.99609,  0.00,  0.00,  0.99902,  0.99609,  0.00,  0.00,  0.99902,  0.99609,  0.00,  0.00,  0.99902,  0.99609,  0.00,  0.00,  0.99902,  0.99609,  0.00,  0.00
20,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.01662,  0.99902,  0.00,  0.00,  0.04008,  0.99902,  0.00,  0.00,  0.06745,  0.99902,  0.00,  0.00,  0.09677,  0.99902,  0.00,  0.00,  0.13001,  0.99902,  0.00,  0.00,  0.16813,  0.99902,  0.00,  0.00,  0.21017,  0.99902,  0.00,  0.00,  0.25611,  0.99902,  0.00,  0.00,  0.30596,  0.99902,  0.00,  0.00,  0.36266,  0.99902,  0.00,  0.00,  0.42522,  0.99902,  0.00,  0.00,  0.4956,  0.99902,  0.00,  0.00,  0.57576,  0.99902,  0.00,  0.00,  0.66667,  0.99902,  0.00,  0.00,  0.76931,  0.99902,  0.00,  0.00,  0.88563,  0.99902,  0.00,  0.00,  0.99609,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00
21,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00098,  0.99902,  0.00,  0.00,  0.01857,  0.99902,  0.00,  0.00,  0.04203,  0.99902,  0.00,  0.00,  0.0694,  0.99902,  0.00,  0.00,  0.09775,  0.99902,  0.00,  0.00,  0.13099,  0.99902,  0.00,  0.00,  0.16911,  0.99902,  0.00,  0.00,  0.21114,  0.99902,  0.00,  0.00,  0.25611,  0.99902,  0.00,  0.00,  0.30694,  0.99902,  0.00,  0.00,  0.36266,  0.99902,  0.00,  0.00,  0.42522,  0.99902,  0.00,  0.00,  0.49658,  0.99902,  0.00,  0.00,  0.57576,  0.99902,  0.00,  0.00,  0.66667,  0.99902,  0.00,  0.00,  0.76931,  0.99902,  0.00,  0.00,  0.88563,  0.99902,  0.00,  0.00,  0.99609,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00
22,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00391,  0.99902,  0.00,  0.00,  0.02053,  0.99902,  0.00,  0.00,  0.04399,  0.99902,  0.00,  0.00,  0.07136,  0.99902,  0.00,  0.00,  0.09971,  0.99902,  0.00,  0.00,  0.13196,  0.99902,  0.00,  0.00,  0.17009,  0.99902,  0.00,  0.00,  0.21212,  0.99902,  0.00,  0.00,  0.25709,  0.99902,  0.00,  0.00,  0.30694,  0.99902,  0.00,  0.00,  0.36364,  0.99902,  0.00,  0.00,  0.4262,  0.99902,  0.00,  0.00,  0.49658,  0.99902,  0.00,  0.00,  0.57674,  0.99902,  0.00,  0.00,  0.66667,  0.99902,  0.00,  0.00,  0.76931,  0.99902,  0.00,  0.00,  0.88661,  0.99902,  0.00,  0.00,  0.99609,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00
23,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00684,  0.99902,  0.00,  0.00,  0.02444,  0.99902,  0.00,  0.00,  0.0479,  0.99902,  0.00,  0.00,  0.07331,  0.99902,  0.00,  0.00,  0.10166,  0.99902,  0.00,  0.00,  0.13392,  0.99902,  0.00,  0.00,  0.17204,  0.99902,  0.00,  0.00,  0.2131,  0.99902,  0.00,  0.00,  0.25806,  0.99902,  0.00,  0.00,  0.30792,  0.99902,  0.00,  0.00,  0.36364,  0.99902,  0.00,  0.00,  0.4262,  0.99902,  0.00,  0.00,  0.49658,  0.99902,  0.00,  0.00,  0.57674,  0.99902,  0.00,  0.00,  0.66764,  0.99902,  0.00,  0.00,  0.77028,  0.99902,  0.00,  0.00,  0.88661,  0.99902,  0.00,  0.00,  0.99609,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00
24,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.01173,  0.99902,  0.00,  0.00,  0.02933,  0.99902,  0.00,  0.00,  0.05181,  0.99902,  0.00,  0.00,  0.07722,  0.99902,  0.00,  0.00,  0.10459,  0.99902,  0.00,  0.00,  0.13587,  0.99902,  0.00,  0.00,  0.174,  0.99902,  0.00,  0.00,  0.21408,  0.99902,  0.00,  0.00,  0.25904,  0.99902,  0.00,  0.00,  0.3089,  0.99902,  0.00,  0.00,  0.36461,  0.99902,  0.00,  0.00,  0.42717,  0.99902,  0.00,  0.00,  0.49756,  0.99902,  0.00,  0.00,  0.57771,  0.99902,  0.00,  0.00,  0.66764,  0.99902,  0.00,  0.00,  0.77028,  0.99902,  0.00,  0.00,  0.88661,  0.99902,  0.00,  0.00,  0.99609,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00
25,  0.00,  0.99902,  0.00,  0.00,  0.00587,  0.99902,  0.00,  0.00,  0.01857,  0.99902,  0.00,  0.00,  0.03617,  0.99902,  0.00,  0.00,  0.05767,  0.99902,  0.00,  0.00,  0.08113,  0.99902,  0.00,  0.00,  0.1085,  0.99902,  0.00,  0.00,  0.13978,  0.99902,  0.00,  0.00,  0.17595,  0.99902,  0.00,  0.00,  0.21701,  0.99902,  0.00,  0.00,  0.261,  0.99902,  0.00,  0.00,  0.31085,  0.99902,  0.00,  0.00,  0.36559,  0.99902,  0.00,  0.00,  0.42815,  0.99902,  0.00,  0.00,  0.49853,  0.99902,  0.00,  0.00,  0.57771,  0.99902,  0.00,  0.00,  0.66862,  0.99902,  0.00,  0.00,  0.77028,  0.99902,  0.00,  0.00,  0.88661,  0.99902,  0.00,  0.00,  0.99609,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00
26,  0.00587,  0.99902,  0.00,  0.00,  0.01564,  0.99902,  0.00,  0.00,  0.02737,  0.99902,  0.00,  0.00,  0.04497,  0.99902,  0.00,  0.00,  0.06452,  0.99902,  0.00,  0.00,  0.087,  0.99902,  0.00,  0.00,  0.11339,  0.99902,  0.00,  0.00,  0.1437,  0.99902,  0.00,  0.00,  0.17986,  0.99902,  0.00,  0.00,  0.21994,  0.99902,  0.00,  0.00,  0.26393,  0.99902,  0.00,  0.00,  0.31281,  0.99902,  0.00,  0.00,  0.36755,  0.99902,  0.00,  0.00,  0.42913,  0.99902,  0.00,  0.00,  0.49951,  0.99902,  0.00,  0.00,  0.57869,  0.99902,  0.00,  0.00,  0.66862,  0.99902,  0.00,  0.00,  0.77126,  0.99902,  0.00,  0.00,  0.88759,  0.99902,  0.00,  0.00,  0.99609,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00
27,  0.01857,  0.99902,  0.00,  0.00,  0.02737,  0.99902,  0.00,  0.00,  0.04008,  0.99902,  0.00,  0.00,  0.05572,  0.99902,  0.00,  0.00,  0.07429,  0.99902,  0.00,  0.00,  0.09482,  0.99902,  0.00,  0.00,  0.12023,  0.99902,  0.00,  0.00,  0.14956,  0.99902,  0.00,  0.00,  0.18475,  0.99902,  0.00,  0.00,  0.22385,  0.99902,  0.00,  0.00,  0.26686,  0.99902,  0.00,  0.00,  0.31476,  0.99902,  0.00,  0.00,  0.3695,  0.99902,  0.00,  0.00,  0.43109,  0.99902,  0.00,  0.00,  0.50049,  0.99902,  0.00,  0.00,  0.57967,  0.99902,  0.00,  0.00,  0.6696,  0.99902,  0.00,  0.00,  0.77224,  0.99902,  0.00,  0.00,  0.88856,  0.99902,  0.00,  0.00,  0.99609,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00
28,  0.03519,  0.99902,  0.00,  0.00,  0.04497,  0.99902,  0.00,  0.00,  0.05572,  0.99902,  0.00,  0.00,  0.0694,  0.99902,  0.00,  0.00,  0.08602,  0.99902,  0.00,  0.00,  0.10459,  0.99902,  0.00,  0.00,  0.12903,  0.99902,  0.00,  0.00,  0.15738,  0.99902,  0.00,  0.00,  0.19159,  0.99902,  0.00,  0.00,  0.22874,  0.99902,  0.00,  0.00,  0.27077,  0.99902,  0.00,  0.00,  0.31867,  0.99902,  0.00,  0.00,  0.37243,  0.99902,  0.00,  0.00,  0.43402,  0.99902,  0.00,  0.00,  0.50342,  0.99902,  0.00,  0.00,  0.58162,  0.99902,  0.00,  0.00,  0.67155,  0.99902,  0.00,  0.00,  0.77322,  0.99902,  0.00,  0.00,  0.88954,  0.99902,  0.00,  0.00,  0.99609,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00
29,  0.05767,  0.99902,  0.00,  0.00,  0.06452,  0.99902,  0.00,  0.00,  0.07429,  0.99902,  0.00,  0.00,  0.08504,  0.99902,  0.00,  0.00,  0.09971,  0.99902,  0.00,  0.00,  0.11828,  0.99902,  0.00,  0.00,  0.13978,  0.99902,  0.00,  0.00,  0.16813,  0.99902,  0.00,  0.00,  0.19941,  0.99902,  0.00,  0.00,  0.23558,  0.99902,  0.00,  0.00,  0.27664,  0.99902,  0.00,  0.00,  0.32356,  0.99902,  0.00,  0.00,  0.37634,  0.99902,  0.00,  0.00,  0.43695,  0.99902,  0.00,  0.00,  0.50538,  0.99902,  0.00,  0.00,  0.58358,  0.99902,  0.00,  0.00,  0.67351,  0.99902,  0.00,  0.00,  0.77517,  0.99902,  0.00,  0.00,  0.89052,  0.99902,  0.00,  0.00,  0.99609,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00
30,  0.08113,  0.99902,  0.00,  0.00,  0.087,  0.99902,  0.00,  0.00,  0.09482,  0.99902,  0.00,  0.00,  0.10459,  0.99902,  0.00,  0.00,  0.1173,  0.99902,  0.00,  0.00,  0.13392,  0.99902,  0.00,  0.00,  0.15543,  0.99902,  0.00,  0.00,  0.18084,  0.99902,  0.00,  0.00,  0.21017,  0.99902,  0.00,  0.00,  0.24536,  0.99902,  0.00,  0.00,  0.28446,  0.99902,  0.00,  0.00,  0.32942,  0.99902,  0.00,  0.00,  0.38221,  0.99902,  0.00,  0.00,  0.44086,  0.99902,  0.00,  0.00,  0.50929,  0.99902,  0.00,  0.00,  0.58749,  0.99902,  0.00,  0.00,  0.67546,  0.99902,  0.00,  0.00,  0.77713,  0.99902,  0.00,  0.00,  0.89247,  0.99902,  0.00,  0.00,  0.99609,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00,  0.00,  0.99902,  0.99902,  0.00098,  0.00,  0.99902,  0.99902,  0.00196,  0.00,  0.99902,  0.99902,  0.00391,  0.00
31,  0.10753,  0.99902,  0.00684,  0.00,  0.11241,  0.99902,  0.00684,  0.00,  0.11926,  0.99902,  0.00684,  0.00,  0.12805,  0.99902,  0.00684,  0.00,  0.13978,  0.99902,  0.00684,  0.00,  0.15543,  0.99902,  0.00684,  0.00,  0.174,  0.99902,  0.00684,  0.00,  0.19746,  0.99902,  0.00684,  0.00,  0.22483,  0.99902,  0.00684,  0.00,  0.25709,  0.99902,  0.00684,  0.00,  0.29423,  0.99902,  0.00684,  0.00,  0.33822,  0.99902,  0.00684,  0.00,  0.38905,  0.99902,  0.00684,  0.00,  0.4477,  0.99902,  0.00684,  0.00,  0.51417,  0.99902,  0.00684,  0.00,  0.5914,  0.99902,  0.00684,  0.00,  0.67937,  0.99902,  0.00684,  0.00,  0.78006,  0.99902,  0.00684,  0.00,  0.89443,  0.99902,  0.00684,  0.00,  0.99609,  0.99902,  0.00684,  0.00,  0.99902,  0.99902,  0.00684,  0.00,  0.99902,  0.99902,  0.00684,  0.00,  0.99902,  0.99902,  0.00684,  0.00,  0.99902,  0.99902,  0.00684,  0.00,  0.99902,  0.99902,  0.00684,  0.00,  0.99902,  0.99902,  0.00782,  0.00,  0.99902,  0.99902,  0.00782,  0.00,  0.99902,  0.99902,  0.00782,  0.00,  0.99902,  0.99902,  0.0088,  0.00,  0.99902,  0.99902,  0.00978,  0.00,  0.99902,  0.99902,  0.01075,  0.00,  0.99902,  0.99902,  0.01271,  0.00
32,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.01075,  0.00,  0.00,  0.00,  0.03519,  0.00,  0.00,  0.00,  0.06354,  0.00,  0.00,  0.00,  0.09384,  0.00,  0.00,  0.00,  0.12708,  0.00,  0.00,  0.00,  0.16618,  0.00,  0.00,  0.00,  0.20821,  0.00,  0.00,  0.00,  0.25415,  0.00,  0.00,  0.00,  0.30499,  0.00,  0.00,  0.00,  0.36168,  0.00,  0.00,  0.00,  0.42424,  0.00,  0.00,  0.00,  0.4956,  0.00,  0.00,  0.00,  0.57576,  0.00,  0.00,  0.00,  0.66569,  0.00,  0.00,  0.00,  0.76931,  0.00,  0.00,  0.00,  0.88563,  0.00,  0.00,  0.00,  0.99609,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00
33,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.01075,  0.00,  0.00,  0.00,  0.03519,  0.00,  0.00,  0.00,  0.06354,  0.00,  0.00,  0.00,  0.09384,  0.00,  0.00,  0.00,  0.12708,  0.00,  0.00,  0.00,  0.16618,  0.00,  0.00,  0.00,  0.20821,  0.00,  0.00,  0.00,  0.25415,  0.00,  0.00,  0.00,  0.30499,  0.00,  0.00,  0.00,  0.36168,  0.00,  0.00,  0.00,  0.42424,  0.00,  0.00,  0.00,  0.4956,  0.00,  0.00,  0.00,  0.57576,  0.00,  0.00,  0.00,  0.66569,  0.00,  0.00,  0.00,  0.76931,  0.00,  0.00,  0.00,  0.88563,  0.00,  0.00,  0.00,  0.99609,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00
34,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.01075,  0.00,  0.00,  0.00,  0.03519,  0.00,  0.00,  0.00,  0.06354,  0.00,  0.00,  0.00,  0.09384,  0.00,  0.00,  0.00,  0.12708,  0.00,  0.00,  0.00,  0.16618,  0.00,  0.00,  0.00,  0.20821,  0.00,  0.00,  0.00,  0.25415,  0.00,  0.00,  0.00,  0.30499,  0.00,  0.00,  0.00,  0.36168,  0.00,  0.00,  0.00,  0.42424,  0.00,  0.00,  0.00,  0.4956,  0.00,  0.00,  0.00,  0.57576,  0.00,  0.00,  0.00,  0.66569,  0.00,  0.00,  0.00,  0.76931,  0.00,  0.00,  0.00,  0.88563,  0.00,  0.00,  0.00,  0.99609,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00,  0.99902,  0.00,  0.00,  0.00
35,  0.00,  0.01075,  0.00,  0.00,  0.00,  0.01075,  0.00,  0.00,  0.00,  0.01075,  0.00,  0.00,  0.01075,  0.01075,  0.00,  0.00,  0.03519,  0.01075,  0.00,  0.00,  0.06354,  0.01075,  0.00,  0.00,  0.09384,  0.01075,  0.00,  0.00,  0.12708,  0.01075,  0.00,  0.00,  0.16618,  0.01075,  0.00,  0.00,  0.20821,  0.01075,  0.00,  0.00,  0.25415,  0.01075,  0.00,  0.00,  0.30499,  0.01075,  0.00,  0.00,  0.36168,  0.01075,  0.00,  0.00,  0.42424,  0.01075,  0.00,  0.00,  0.4956,  0.01075,  0.00,  0.00,  0.57576,  0.01075,  0.00,  0.00,  0.66569,  0.01075,  0.00,  0.00,  0.76931,  0.01075,  0.00,  0.00,  0.88563,  0.01075,  0.00,  0.00,  0.99609,  0.01075,  0.00,  0.00,  0.99902,  0.01075,  0.00,  0.00,  0.99902,  0.01075,  0.00,  0.00,  0.99902,  0.01075,  0.00,  0.00,  0.99902,  0.01075,  0.00,  0.00,  0.99902,  0.01075,  0.00,  0.00,  0.99902,  0.00978,  0.00,  0.00,  0.99902,  0.00978,  0.00,  0.00,  0.99902,  0.0088,  0.00,  0.00,  0.99902,  0.0088,  0.00,  0.00,  0.99902,  0.00684,  0.00,  0.00,  0.99902,  0.00587,  0.00,  0.00,  0.99902,  0.00391,  0.00,  0.00
